@relation Diamantes

@attribute carat numeric
@attribute cut {Ideal,Premium,Good,Very_Good,Fair}
@attribute color {E,I,J,H,F,G,D}
@attribute clarity {SI2,SI1,VS1,VS2,VVS2,VVS1,I1,IF}
@attribute price {300-699,1000-4999,5000-9999,10000+,700-999}

@data
0.25,Premium,F,VVS1,700-999
0.25,Premium,F,IF,700-999
0.25,Ideal,E,VVS2,700-999
0.25,Premium,E,VVS2,700-999
0.25,Ideal,E,VVS2,700-999
0.25,Premium,E,VVS2,700-999
0.25,Premium,E,VVS2,700-999
0.25,Premium,E,VVS2,700-999
0.25,Premium,E,VVS1,700-999
0.25,Very_Good,E,VVS2,700-999
0.25,Ideal,E,VVS1,700-999
0.25,Premium,E,VVS1,700-999
0.25,Premium,E,VVS1,700-999
0.25,Ideal,I,VS2,300-699
0.25,Ideal,H,VS2,300-699
0.25,Very_Good,H,VVS1,300-699
0.25,Ideal,H,VVS1,300-699
0.25,Premium,H,VVS1,300-699
0.25,Very_Good,G,VVS1,300-699
0.25,Ideal,D,SI1,300-699
0.25,Ideal,E,VVS1,700-999
0.25,Ideal,G,VS1,300-699
0.25,Ideal,G,VS1,300-699
0.25,Very_Good,I,VVS2,300-699
0.25,Very_Good,G,VVS1,300-699
0.25,Ideal,G,VS2,300-699
0.25,Ideal,G,VS2,300-699
0.25,Ideal,F,VS2,300-699
0.25,Ideal,G,VS1,300-699
0.25,Ideal,F,VVS1,700-999
0.25,Good,D,VVS2,300-699
0.25,Very_Good,H,VVS2,300-699
0.25,Very_Good,H,VVS1,300-699
0.25,Ideal,H,VS2,300-699
0.25,Good,E,VVS2,300-699
0.25,Good,E,VVS2,300-699
0.25,Very_Good,E,VS2,300-699
0.25,Very_Good,F,VS1,300-699
0.25,Fair,F,SI2,1000-4999
0.25,Good,F,VVS1,300-699
0.25,Good,E,VVS1,300-699
0.25,Very_Good,I,VVS2,300-699
0.25,Premium,G,SI2,1000-4999
0.25,Premium,G,SI2,1000-4999
0.25,Very_Good,D,VS1,300-699
0.25,Very_Good,D,VS1,300-699
0.25,Very_Good,D,VS1,300-699
0.25,Good,E,VVS2,300-699
0.25,Very_Good,D,VVS2,300-699
0.25,Very_Good,D,VVS2,300-699
0.25,Good,E,IF,300-699
0.25,Very_Good,G,VVS1,300-699
0.25,Very_Good,G,VVS1,300-699
0.25,Very_Good,G,VVS1,300-699
0.25,Very_Good,G,VVS1,300-699
0.25,Very_Good,G,VVS1,300-699
0.25,Very_Good,G,VVS1,300-699
0.25,Ideal,G,VVS2,300-699
0.25,Ideal,G,VVS2,300-699
0.25,Ideal,G,VVS2,300-699
0.25,Ideal,G,VVS2,300-699
0.25,Ideal,G,VVS2,300-699
0.25,Ideal,H,VVS1,300-699
0.25,Ideal,H,VVS1,300-699
0.25,Ideal,H,IF,300-699
0.25,Premium,E,VS2,300-699
0.25,Very_Good,E,VVS2,300-699
0.25,Very_Good,E,VVS1,300-699
0.25,Very_Good,F,IF,300-699
0.25,Ideal,G,SI1,300-699
0.25,Very_Good,E,VVS2,300-699
0.25,Very_Good,D,VVS1,300-699
0.25,Ideal,F,VS2,300-699
0.25,Ideal,F,VS2,300-699
0.25,Ideal,F,VS2,300-699
0.25,Ideal,E,VS2,300-699
0.25,Ideal,E,VS2,300-699
0.25,Ideal,E,VS2,300-699
0.25,Very_Good,D,VS2,300-699
0.25,Good,D,VS1,300-699
0.25,Good,H,VVS1,300-699
0.25,Very_Good,F,VVS2,300-699
0.25,Very_Good,F,VVS2,300-699
0.25,Very_Good,F,VVS2,300-699
0.25,Very_Good,E,VVS2,300-699
0.25,Very_Good,E,VVS2,300-699
0.25,Very_Good,E,VVS2,300-699
0.25,Very_Good,E,VVS2,300-699
0.25,Very_Good,E,VVS2,300-699
0.25,Very_Good,D,VVS2,300-699
0.25,Very_Good,D,VVS2,300-699
0.25,Very_Good,D,VVS2,300-699
0.25,Very_Good,D,VVS2,300-699
0.25,Very_Good,F,VVS1,300-699
0.25,Very_Good,E,VVS1,300-699
0.25,Very_Good,E,VVS1,300-699
0.25,Very_Good,F,IF,300-699
0.25,Good,D,VVS2,300-699
0.26,Very_Good,H,SI1,300-699
0.26,Very_Good,D,VS2,300-699
0.26,Good,D,VS2,300-699
0.26,Good,D,VS1,300-699
0.26,Very_Good,F,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,D,VVS2,300-699
0.26,Very_Good,D,VVS2,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Very_Good,D,VVS1,300-699
0.26,Ideal,E,VVS2,300-699
0.26,Good,E,VVS1,300-699
0.26,Ideal,E,VS1,300-699
0.26,Ideal,E,VS1,300-699
0.26,Ideal,E,VS1,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Good,D,VVS2,300-699
0.26,Ideal,E,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Good,F,VVS1,300-699
0.26,Very_Good,H,VVS2,300-699
0.26,Premium,H,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Ideal,I,VS1,300-699
0.26,Premium,F,VS1,300-699
0.26,Ideal,F,VS1,300-699
0.26,Ideal,F,VS1,300-699
0.26,Premium,E,VS1,300-699
0.26,Premium,E,VS2,300-699
0.26,Premium,E,VS2,300-699
0.26,Ideal,E,VS1,300-699
0.26,Premium,E,VS1,300-699
0.26,Ideal,D,VS1,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,F,SI1,300-699
0.26,Ideal,I,VS1,300-699
0.26,Very_Good,G,VS1,300-699
0.26,Very_Good,G,VS1,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Very_Good,F,VVS2,300-699
0.26,Very_Good,F,VVS2,300-699
0.26,Very_Good,F,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,D,VVS2,300-699
0.26,Very_Good,D,VVS2,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Ideal,E,VVS2,300-699
0.26,Ideal,E,VVS2,300-699
0.26,Good,E,VVS1,300-699
0.26,Good,E,IF,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Ideal,E,VVS2,300-699
0.26,Good,E,VVS2,300-699
0.26,Ideal,F,VVS2,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Ideal,E,VVS1,300-699
0.26,Ideal,E,VVS1,300-699
0.26,Premium,E,VVS1,300-699
0.26,Premium,E,VVS1,300-699
0.26,Ideal,F,VVS1,300-699
0.26,Premium,E,VVS1,300-699
0.26,Ideal,F,VVS1,300-699
0.26,Ideal,D,VVS2,300-699
0.26,Ideal,D,VVS2,300-699
0.26,Ideal,E,VVS2,300-699
0.26,Ideal,E,VVS2,300-699
0.26,Ideal,E,VVS2,300-699
0.26,Ideal,F,VVS2,300-699
0.26,Very_Good,H,VVS2,300-699
0.26,Premium,H,VVS1,300-699
0.26,Ideal,H,VVS1,300-699
0.26,Premium,H,VVS2,300-699
0.26,Ideal,H,IF,300-699
0.26,Premium,H,VVS1,300-699
0.26,Very_Good,E,VS2,300-699
0.26,Very_Good,D,VS2,300-699
0.26,Very_Good,D,VS1,300-699
0.26,Ideal,G,VVS1,300-699
0.26,Ideal,G,VVS1,300-699
0.26,Ideal,G,IF,300-699
0.26,Ideal,G,IF,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Ideal,F,VS1,300-699
0.26,Ideal,F,VS1,300-699
0.26,Very_Good,G,VS2,300-699
0.26,Very_Good,G,VS1,300-699
0.26,Premium,E,VVS1,300-699
0.26,Ideal,E,VVS1,300-699
0.26,Ideal,F,VVS1,300-699
0.26,Very_Good,D,VS1,300-699
0.26,Very_Good,G,VVS2,300-699
0.26,Very_Good,I,VVS2,300-699
0.26,Ideal,G,IF,300-699
0.26,Ideal,G,IF,300-699
0.26,Very_Good,F,VVS2,300-699
0.26,Very_Good,F,VVS2,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Ideal,E,VVS1,300-699
0.26,Ideal,F,IF,300-699
0.26,Very_Good,D,SI1,300-699
0.26,Very_Good,H,VS1,300-699
0.26,Ideal,I,VS1,300-699
0.26,Ideal,H,SI2,300-699
0.26,Ideal,H,VS2,300-699
0.26,Ideal,H,VS2,300-699
0.26,Ideal,I,VS1,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Good,F,VVS1,300-699
0.26,Good,H,VVS2,300-699
0.26,Very_Good,H,VVS2,300-699
0.26,Very_Good,I,SI1,300-699
0.26,Very_Good,F,VVS1,700-999
0.26,Ideal,E,VVS2,700-999
0.26,Premium,E,VVS2,700-999
0.26,Premium,E,VVS2,700-999
0.26,Premium,E,VVS2,700-999
0.26,Good,D,VVS2,700-999
0.26,Ideal,F,SI1,300-699
0.26,Ideal,E,VVS2,700-999
0.26,Ideal,F,VVS1,700-999
0.26,Ideal,F,IF,700-999
0.26,Ideal,H,VS1,300-699
0.26,Ideal,H,VS1,300-699
0.26,Ideal,H,VS1,300-699
0.26,Ideal,H,VS1,300-699
0.26,Ideal,I,VS2,300-699
0.26,Ideal,F,IF,700-999
0.26,Very_Good,E,VVS2,700-999
0.26,Ideal,F,VVS1,700-999
0.26,Ideal,F,VVS2,700-999
0.26,Ideal,F,VVS2,700-999
0.26,Ideal,F,VVS1,700-999
0.26,Ideal,E,VVS1,700-999
0.26,Premium,E,VVS1,700-999
0.26,Premium,E,VVS1,700-999
0.26,Ideal,E,VVS2,700-999
0.26,Ideal,E,VVS2,700-999
0.26,Ideal,E,VVS2,700-999
0.26,Ideal,E,VVS2,700-999
0.26,Ideal,E,VVS1,700-999
0.26,Premium,E,VVS1,700-999
0.26,Premium,E,VVS1,700-999
0.26,Ideal,D,VVS2,700-999
0.26,Ideal,D,VVS2,700-999
0.26,Very_Good,E,VS2,300-699
0.26,Ideal,F,VS1,300-699
0.26,Very_Good,E,VS2,300-699
0.26,Ideal,D,VS1,300-699
0.26,Premium,F,VS1,300-699
0.26,Premium,E,VS1,300-699
0.26,Ideal,F,VS1,300-699
0.26,Ideal,E,VS1,300-699
0.26,Premium,E,VS1,300-699
0.26,Very_Good,E,VS2,300-699
0.26,Very_Good,E,VS2,300-699
0.26,Very_Good,F,VS2,300-699
0.26,Very_Good,F,VS2,300-699
0.26,Very_Good,F,VS2,300-699
0.26,Very_Good,F,VS2,300-699
0.26,Very_Good,F,VS1,300-699
0.26,Ideal,D,VVS2,700-999
0.26,Very_Good,F,VS1,300-699
0.26,Very_Good,F,VS1,300-699
0.26,Very_Good,E,VS1,300-699
0.26,Very_Good,E,VS1,300-699
0.26,Ideal,F,VS2,300-699
0.26,Good,F,VS1,300-699
0.26,Ideal,F,VS2,300-699
0.26,Ideal,F,VS2,300-699
0.26,Ideal,G,VS1,300-699
0.26,Ideal,G,VS1,300-699
0.26,Ideal,F,VVS1,700-999
0.26,Ideal,E,VVS1,700-999
0.26,Premium,E,VVS1,700-999
0.26,Ideal,H,VS1,300-699
0.26,Ideal,H,IF,300-699
0.26,Very_Good,H,VVS1,300-699
0.26,Very_Good,H,VVS2,300-699
0.26,Ideal,H,VVS1,300-699
0.26,Premium,H,VVS1,300-699
0.26,Good,H,VVS2,300-699
0.26,Good,F,VS1,300-699
0.26,Ideal,G,SI1,300-699
0.26,Ideal,H,SI1,300-699
0.26,Ideal,H,VVS2,300-699
0.26,Ideal,G,VS1,300-699
0.26,Ideal,H,VS1,300-699
0.26,Ideal,H,VS1,300-699
0.26,Ideal,H,VS1,300-699
0.26,Ideal,H,VS1,300-699
0.26,Ideal,H,VS1,300-699
0.26,Very_Good,H,VVS2,300-699
0.26,Very_Good,H,VVS2,300-699
0.26,Very_Good,G,VVS2,300-699
0.26,Very_Good,G,VVS2,300-699
0.26,Very_Good,G,VVS2,300-699
0.26,Very_Good,G,VVS2,300-699
0.26,Very_Good,F,VS2,300-699
0.26,Premium,H,VS1,300-699
0.26,Premium,G,VS1,300-699
0.26,Very_Good,E,SI1,300-699
0.26,Ideal,I,VS2,300-699
0.26,Premium,H,VS1,300-699
0.26,Premium,G,VS1,300-699
0.26,Very_Good,F,VS2,300-699
0.26,Very_Good,F,VS1,300-699
0.26,Very_Good,F,VS1,300-699
0.26,Good,F,VS1,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Ideal,H,VVS2,300-699
0.26,Ideal,G,VS1,300-699
0.26,Ideal,G,VVS2,300-699
0.26,Good,F,VVS2,300-699
0.26,Ideal,G,SI1,300-699
0.26,Ideal,G,SI1,300-699
0.26,Ideal,G,SI1,300-699
0.26,Good,F,VVS1,300-699
0.26,Very_Good,G,VS2,300-699
0.26,Ideal,G,VS2,300-699
0.26,Ideal,H,SI1,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Good,D,VVS1,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Very_Good,H,VS1,300-699
0.26,Very_Good,F,SI1,300-699
0.26,Very_Good,F,SI1,300-699
0.26,Very_Good,G,VVS1,300-699
0.26,Very_Good,G,VVS1,300-699
0.26,Very_Good,G,VVS1,300-699
0.26,Very_Good,G,VVS1,300-699
0.26,Ideal,G,VVS2,300-699
0.26,Ideal,G,VVS2,300-699
0.26,Ideal,G,VVS2,300-699
0.26,Ideal,H,VVS1,300-699
0.26,Ideal,H,IF,300-699
0.26,Ideal,H,IF,300-699
0.26,Premium,D,VS1,300-699
0.26,Very_Good,E,VVS2,300-699
0.26,Very_Good,F,VVS1,300-699
0.26,Very_Good,E,VVS1,300-699
0.26,Very_Good,E,IF,300-699
0.27,Very_Good,F,IF,300-699
0.27,Very_Good,G,VVS1,300-699
0.27,Very_Good,G,VVS1,300-699
0.27,Very_Good,G,VVS1,300-699
0.27,Very_Good,G,VVS1,300-699
0.27,Very_Good,G,VVS1,300-699
0.27,Very_Good,G,IF,300-699
0.27,Ideal,G,VVS2,300-699
0.27,Ideal,H,IF,300-699
0.27,Ideal,G,IF,300-699
0.27,Very_Good,E,VS1,300-699
0.27,Very_Good,E,SI1,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,F,IF,300-699
0.27,Premium,D,VS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,D,VVS2,300-699
0.27,Ideal,I,VVS2,300-699
0.27,Very_Good,E,VS1,300-699
0.27,Very_Good,D,VS1,300-699
0.27,Ideal,F,VS2,300-699
0.27,Ideal,F,VS2,300-699
0.27,Ideal,E,VS2,300-699
0.27,Ideal,F,VS1,300-699
0.27,Ideal,E,VS1,300-699
0.27,Ideal,F,VVS2,300-699
0.27,Ideal,F,VS2,300-699
0.27,Ideal,F,VS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Ideal,D,VVS1,300-699
0.27,Ideal,E,VVS1,300-699
0.27,Good,E,VVS1,300-699
0.27,Ideal,D,VVS2,300-699
0.27,Ideal,I,VVS2,300-699
0.27,Ideal,I,IF,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,F,VVS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Ideal,H,VS2,300-699
0.27,Very_Good,D,VS2,300-699
0.27,Premium,E,VS1,300-699
0.27,Ideal,E,VS2,300-699
0.27,Ideal,E,VS1,300-699
0.27,Ideal,E,VS1,300-699
0.27,Premium,E,VS1,300-699
0.27,Ideal,E,VS1,300-699
0.27,Premium,D,VS2,300-699
0.27,Very_Good,F,VVS1,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,D,VVS2,300-699
0.27,Very_Good,D,VVS2,300-699
0.27,Very_Good,F,VVS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Ideal,F,VVS2,300-699
0.27,Ideal,E,VVS2,300-699
0.27,Ideal,E,VVS2,300-699
0.27,Ideal,F,VVS1,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Ideal,D,VVS1,300-699
0.27,Very_Good,D,VVS2,300-699
0.27,Ideal,E,VVS2,300-699
0.27,Ideal,E,VVS2,300-699
0.27,Ideal,D,VVS1,300-699
0.27,Ideal,E,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Ideal,D,VVS2,300-699
0.27,Ideal,E,VVS2,300-699
0.27,Ideal,E,VVS1,300-699
0.27,Very_Good,D,VVS2,300-699
0.27,Premium,E,VVS1,300-699
0.27,Ideal,E,VVS2,300-699
0.27,Ideal,H,VVS2,300-699
0.27,Premium,H,VVS2,300-699
0.27,Ideal,G,VVS1,300-699
0.27,Ideal,G,IF,300-699
0.27,Ideal,G,IF,300-699
0.27,Ideal,G,VVS2,300-699
0.27,Ideal,G,SI1,300-699
0.27,Very_Good,F,VS1,300-699
0.27,Very_Good,E,SI1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,E,VVS1,300-699
0.27,Ideal,G,SI2,300-699
0.27,Ideal,I,VS1,300-699
0.27,Ideal,I,VS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Ideal,F,VVS2,300-699
0.27,Ideal,G,IF,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,F,VVS1,300-699
0.27,Very_Good,F,VVS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Good,D,VVS2,300-699
0.27,Ideal,E,VS1,700-999
0.27,Very_Good,G,VS2,300-699
0.27,Very_Good,G,VS1,300-699
0.27,Very_Good,G,VS1,300-699
0.27,Very_Good,G,VS1,300-699
0.27,Very_Good,G,VVS2,300-699
0.27,Very_Good,J,VVS2,300-699
0.27,Very_Good,H,VVS2,300-699
0.27,Very_Good,D,VVS1,700-999
0.27,Very_Good,E,VS2,300-699
0.27,Ideal,H,VS1,300-699
0.27,Premium,E,VVS2,700-999
0.27,Ideal,E,VVS1,700-999
0.27,Good,E,VVS1,700-999
0.27,Ideal,D,VVS2,700-999
0.27,Ideal,D,VVS1,700-999
0.27,Very_Good,E,IF,700-999
0.27,Ideal,F,VVS2,700-999
0.27,Ideal,F,VVS2,700-999
0.27,Ideal,E,VVS2,700-999
0.27,Ideal,E,VVS2,700-999
0.27,Ideal,F,VVS1,700-999
0.27,Ideal,F,IF,700-999
0.27,Ideal,F,IF,700-999
0.27,Ideal,F,IF,700-999
0.27,Ideal,F,IF,700-999
0.27,Fair,E,VS1,300-699
0.27,Ideal,H,VS2,300-699
0.27,Ideal,F,IF,700-999
0.27,Premium,E,VVS2,700-999
0.27,Ideal,E,VVS2,700-999
0.27,Ideal,E,VVS2,700-999
0.27,Premium,E,VVS1,700-999
0.27,Ideal,E,VVS2,700-999
0.27,Ideal,E,VVS2,700-999
0.27,Ideal,E,VVS2,700-999
0.27,Ideal,E,VVS2,700-999
0.27,Ideal,E,VVS1,700-999
0.27,Ideal,D,VVS2,700-999
0.27,Ideal,D,VVS1,700-999
0.27,Premium,D,VVS2,700-999
0.27,Ideal,D,VVS2,700-999
0.27,Ideal,D,VVS1,700-999
0.27,Ideal,I,VVS2,300-699
0.27,Ideal,G,VS2,300-699
0.27,Premium,F,IF,700-999
0.27,Very_Good,E,VS1,300-699
0.27,Ideal,H,VS1,300-699
0.27,Ideal,H,VS1,300-699
0.27,Ideal,E,VVS1,700-999
0.27,Very_Good,E,VS2,300-699
0.27,Very_Good,E,VS2,300-699
0.27,Very_Good,E,VS2,300-699
0.27,Very_Good,E,VS2,300-699
0.27,Very_Good,F,VS2,300-699
0.27,Very_Good,F,VS2,300-699
0.27,Very_Good,E,VS1,300-699
0.27,Very_Good,E,VS1,300-699
0.27,Very_Good,E,VS1,300-699
0.27,Very_Good,E,VS1,300-699
0.27,Very_Good,D,VS1,300-699
0.27,Very_Good,D,VS1,300-699
0.27,Very_Good,D,VS1,300-699
0.27,Ideal,F,VS2,300-699
0.27,Ideal,D,VS2,300-699
0.27,Ideal,E,VS1,300-699
0.27,Ideal,E,VS1,300-699
0.27,Premium,E,VS1,300-699
0.27,Ideal,E,VS1,300-699
0.27,Ideal,E,VS2,300-699
0.27,Very_Good,D,VS2,300-699
0.27,Premium,E,VS1,300-699
0.27,Good,E,VS1,300-699
0.27,Ideal,D,IF,700-999
0.27,Ideal,I,VVS2,300-699
0.27,Ideal,I,VVS2,300-699
0.27,Ideal,H,VS1,300-699
0.27,Ideal,H,VS1,300-699
0.27,Premium,H,VVS2,300-699
0.27,Very_Good,H,VVS2,300-699
0.27,Ideal,H,SI1,300-699
0.27,Ideal,G,VS2,300-699
0.27,Ideal,G,VS2,300-699
0.27,Ideal,G,VS2,300-699
0.27,Ideal,G,VS1,300-699
0.27,Ideal,H,VVS2,300-699
0.27,Good,F,VVS1,300-699
0.27,Ideal,H,VS1,300-699
0.27,Ideal,H,VS1,300-699
0.27,Very_Good,H,VVS2,300-699
0.27,Very_Good,G,VVS2,300-699
0.27,Ideal,H,SI1,300-699
0.27,Very_Good,G,VVS2,300-699
0.27,Very_Good,G,VVS2,300-699
0.27,Very_Good,G,VVS2,300-699
0.27,Very_Good,H,VVS1,300-699
0.27,Premium,G,VS2,300-699
0.27,Ideal,H,VS2,300-699
0.27,Very_Good,F,VS2,300-699
0.27,Very_Good,F,VS1,300-699
0.27,Very_Good,F,VS1,300-699
0.27,Very_Good,E,VS1,300-699
0.27,Ideal,H,VVS2,300-699
0.27,Ideal,G,VS1,300-699
0.27,Ideal,I,VS2,300-699
0.27,Ideal,E,VS2,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.27,Very_Good,F,VVS1,300-699
0.27,Very_Good,E,VVS1,300-699
0.27,Very_Good,D,VVS1,300-699
0.27,Ideal,H,VS2,300-699
0.27,Premium,G,VS2,300-699
0.27,Very_Good,G,VS1,300-699
0.27,Very_Good,F,VVS2,300-699
0.27,Very_Good,E,VVS2,300-699
0.28,Ideal,G,VVS2,300-699
0.28,Premium,F,VS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,F,VVS1,300-699
0.28,Very_Good,G,VVS1,300-699
0.28,Very_Good,G,VVS1,300-699
0.28,Ideal,G,VVS2,300-699
0.28,Ideal,G,VVS2,300-699
0.28,Ideal,H,VVS1,300-699
0.28,Ideal,H,IF,300-699
0.28,Ideal,H,IF,300-699
0.28,Very_Good,E,VS1,300-699
0.28,Very_Good,F,VVS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,D,VVS1,300-699
0.28,Good,F,VVS2,300-699
0.28,Ideal,E,VS2,300-699
0.28,Ideal,F,VS1,300-699
0.28,Ideal,F,VS1,300-699
0.28,Ideal,E,VS1,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Ideal,D,VVS1,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,E,VVS1,300-699
0.28,Very_Good,F,IF,300-699
0.28,Ideal,F,VVS2,300-699
0.28,Ideal,E,VVS2,300-699
0.28,Good,E,IF,300-699
0.28,Good,E,VS2,300-699
0.28,Ideal,E,VS1,300-699
0.28,Ideal,E,VS1,300-699
0.28,Ideal,D,VS2,300-699
0.28,Very_Good,F,VVS2,300-699
0.28,Very_Good,F,VVS2,300-699
0.28,Very_Good,F,VVS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,D,VVS2,300-699
0.28,Very_Good,F,VVS1,300-699
0.28,Very_Good,F,VVS1,300-699
0.28,Very_Good,F,VVS1,300-699
0.28,Very_Good,E,VVS1,300-699
0.28,Very_Good,E,VVS1,300-699
0.28,Very_Good,D,VVS1,300-699
0.28,Very_Good,D,VVS1,300-699
0.28,Ideal,F,VVS2,300-699
0.28,Ideal,F,VVS2,300-699
0.28,Ideal,F,VVS2,300-699
0.28,Ideal,F,VVS2,300-699
0.28,Ideal,F,VVS2,300-699
0.28,Very_Good,G,VS2,300-699
0.28,Very_Good,E,VS1,300-699
0.28,Very_Good,H,VS2,300-699
0.28,Very_Good,H,VS1,300-699
0.28,Very_Good,H,VS1,300-699
0.28,Very_Good,H,VS1,300-699
0.28,Very_Good,H,VS1,300-699
0.28,Premium,H,VVS1,300-699
0.28,Premium,H,VVS1,300-699
0.28,Premium,G,VVS2,300-699
0.28,Premium,E,VVS2,300-699
0.28,Ideal,E,VVS2,300-699
0.28,Very_Good,E,VVS1,300-699
0.28,Ideal,E,VVS2,300-699
0.28,Premium,E,VVS1,300-699
0.28,Ideal,F,IF,300-699
0.28,Ideal,E,VVS2,300-699
0.28,Ideal,E,VVS1,300-699
0.28,Ideal,G,VVS1,300-699
0.28,Ideal,G,IF,300-699
0.28,Ideal,G,IF,300-699
0.28,Ideal,G,IF,300-699
0.28,Ideal,G,IF,300-699
0.28,Ideal,G,SI1,300-699
0.28,Ideal,F,VS1,300-699
0.28,Very_Good,H,SI1,300-699
0.28,Very_Good,E,VVS2,300-699
0.28,Very_Good,E,VS1,300-699
0.28,Very_Good,E,IF,300-699
0.28,Very_Good,F,VVS2,700-999
0.28,Very_Good,F,VVS2,700-999
0.28,Very_Good,F,VVS2,700-999
0.28,Very_Good,E,VVS2,700-999
0.28,Very_Good,F,VVS1,700-999
0.28,Very_Good,E,VVS1,700-999
0.28,Ideal,I,VS1,300-699
0.28,Ideal,I,VS1,300-699
0.28,Ideal,I,VS1,300-699
0.28,Very_Good,H,VVS2,300-699
0.28,Very_Good,E,VS1,300-699
0.28,Very_Good,E,VS1,300-699
0.28,Very_Good,D,VS1,300-699
0.28,Very_Good,D,VVS2,700-999
0.28,Premium,E,VVS2,700-999
0.28,Ideal,D,VVS1,700-999
0.28,Very_Good,F,IF,700-999
0.28,Ideal,F,VVS2,700-999
0.28,Ideal,F,VVS2,700-999
0.28,Ideal,F,VVS2,700-999
0.28,Ideal,F,VVS2,700-999
0.28,Ideal,F,VVS2,700-999
0.28,Ideal,E,VVS2,700-999
0.28,Ideal,E,VVS1,700-999
0.28,Ideal,E,VVS1,700-999
0.28,Ideal,F,IF,700-999
0.28,Ideal,F,IF,700-999
0.28,Ideal,F,IF,700-999
0.28,Ideal,F,SI1,300-699
0.28,Ideal,G,SI1,300-699
0.28,Very_Good,D,VS1,300-699
0.28,Good,E,VS1,300-699
0.28,Ideal,F,IF,700-999
0.28,Very_Good,I,VS1,300-699
